"Index","Date","Person","InterviewType","Winner","Text","PersonType"
165,2019-06-12,"Marc Gasol","Practice","N/A","MARC GASOL: Well, you have to do a lot of reflecting and understanding and trying not to analyze too much.  Sometimes you can get caught over-analyzing and going too far ahead and just keep it as simple as possible.  Not just because you trigger somebody else's movement, and when you analyze you tend to take a little second","Player"
166,2019-06-12,"Marc Gasol","Practice","N/A","MARC GASOL: Understand and visualize what's going to happen and what could happen.  And try to create space, have a good rhythm, the same thing that you practice over and over again.  Spacing, got to be correctly or better for us, and it's just a matter of being on the same page","Player"
167,2019-06-12,"Marc Gasol","Practice","N/A","MARC GASOL: If you're in rhythm I think it's a lot easier at the end of games to take a shot.  When you're in rhythm it doesn't matter if it's two minutes left or two seconds left, if you're in rhythm, you're in rhythm.  When it changes and you have to do certain things to keep yourself in rhythm and just always your mindset always has to be you are in rhythm.  You might not be but always think positive and like you are in rhythm.","Player"
168,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: It's definitely a real thing.  It's just a matter of can you capitalize on it once the next game starts and lock in and focus on details and kind of see the adjustments the other team is going to make, especially in the playoff series because that happens, they watch film, try to tinker a little bit.  But momentum and just confidence in terms of what we're trying to accomplish every possession, every quarter, in order to win the game.  It's definitely a real thing","Player"
169,2019-06-12,"Stephen Curry","Practice","N/A","KLAY THOMPSON: I expect us to obviously come out and play as hard as we can.  We're not even thinking about the future.  We're just thinking about enjoying this last show at Oracle we're about to give our fans.  And I expect our fans to be the loudest they have ever been, especially in the name of Kevin and bringing his type of spirit he would bring to the fight and the competitiveness.  I know our fans will do that because we deserve it, but more importantly Kevin does for what he gave this team, this organization.  There wouldn't be banners if it wasn't for his presence.  So we expect our crowd to be loud for him","Player"
170,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: He's a gamer.  He's shown that.  He's a Finals MVP back in the San Antonio Spurs days for a reason.  He just makes winning plays.  He's obviously expanded his game since then and shown offensively how dynamic he is.  He requires attention at all times.  So even a really good defense, sometimes he finds away.  For us, it's just playing the long game, understanding that he might have great numbers and whatnot, but it's just a matter of can we get the stops that matter and can we win the game any way that it takes.  He's just a competitor.  We respect that, for sure.  He's shown that again this entire playoff run that they have had","Player"
171,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: This first 24 hours, there's not much you can say in terms of him going through the process, figuring out the extent of the injury and what the road map is going to look like coming back.  But I don't think much needs to be said about the motivation that we have or are going to have tomorrow.  Like Klay said, to protect our home court, feed off our crowd's energy, play for K and try to keep our season alive.  There are a lot of things that you can kind of tap into for energy tomorrow.  We'll be ready","Player"
172,2019-06-12,"Stephen Curry","Practice","N/A","KLAY THOMPSON: I don't think we anticipated that to happen.  We just kind of go out there and play.  We're very in tune with each other being that we've played with each other for years.  So when we hit the open man -- Steph doesn't stop moving; that's how he got that curl three.  Same with me.  Draymond sacrificed his body, set a great screen.  So it just comes down to having the chemistry we do with the team and just playing that ball movement type of basketball.  Then on the defensive end I think is where we won that game, just Draymond and Andre making huge reads, two all-world defenders.","Player"
173,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: I don't know much about the second part of that question.  But just in terms of when we're healthy and we have all those five guys out there, the chemistry is solid because we don't take over each other's spots on the floor.  We all bring something different to the table.  We work off each other really well.  There's a trust factor and just a rhythm to it on both ends of the floor.  I think we all just enjoy that pace that we can play with and the speed that we can show.","Player"
174,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: I think in terms of being in The Finals five years in a row and being on this stage, it's hard to avoid those interactions with fans that want to kind of impose their -- or make their imprint on the series somehow, in some way, especially with social media these days.  I think it's kind of stupid, to be honest, in terms of people camping outside our hotel just to yell expletives at either us or our family members or whatever the case is.  But we handle all that stuff with class and try to ignore it the best we can.  And if they get something out of it, so be it.  But it doesn't affect us at all in terms of what we're trying to do and how we carry ourselves as a team as players and as people that represent us and our families as well","Player"
175,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: Everybody has great 20/20 hindsight.  There are 24 hours in a day and there are a lot of different takes you can have on the situation like that.  In our cases, and as well as K and knowing him as a person and behind the scenes, we all want to play basketball.  If we have an opportunity to play or a chance to play, we want to play.  That's just how it is as competitors, and especially at this stage.","Player"
176,2019-06-12,"Stephen Curry","Practice","N/A","KLAY THOMPSON: Oh, I agree with Steph","Player"
177,2019-06-12,"Stephen Curry","Practice","N/A","KLAY THOMPSON: I guess he didn't win enough Finals MVPs to.  So, yeah, I don't know.  I mean, I think he is above and beyond a Splash Brother with his ability.  Me and Steph, we get as many jump shots as we want.  Still can't rise up and shoot over any man on this earth.  So I don't think we need to include him in the Splash Brothers to evaluate him on his talent and his skill, because it's pretty obvious to the human eye how good of an athlete, how great of an athlete he is.","Player"
178,2019-06-12,"Stephen Curry","Practice","N/A","STEPHEN CURRY: Klay is just stingy.  He wants that nickname for ourselves.  He's not going to be giving that out to anybody","Player"
179,2019-06-12,"Stephen Curry","Practice","N/A","KLAY THOMPSON: That's just the nature of the game these days.  It happens to the greatest athletes to ever play.  Every athlete at his level has gone through it, whether it's been Kevin, Muhammad Ali, LeBron James, Michael Jordan, baseball players, Wayne Gretzky.  They have all been questioned, especially in this day and age with the media and the 24-hour news cycle.  There's going to be talking heads talking about his game and whatnot.  That just comes with the territory.","Player"
180,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I'm not really sure, but just make sure I'm ready when my name's called upon","Player"
181,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I'm healthy enough to play","Player"
182,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: The same way I've done my entire career.  This didn't just happen, like, it's been an ongoing situation.  So I approach it the same way I always approach it","Player"
183,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: It will be an emotional night, regardless.  Last game in Oracle, so I'm sure the fans will be fully engaged and there's going to be a lot of emotions and a lot of passion in the building, so it's going to be an epic night for sure","Player"
184,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Coming out and playing the right way, keeping the goal in mind, which is winning the game, whatever it takes to win the game.  The rest will handle itself","Player"
185,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: There's been ups and downs this entire playoff run, so obviously we all feel for K.  I mean we feel for, I mean Klay went through it, I went through it, Loon's going through it.  Draymond's gone through it.  There's been a lot of ups and downs, like I said.  So it sucks to lose key pieces to the team, but we just got to find a way to grind through it and make something happen","Player"
186,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I leave that to y'all","Player"
187,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: This team is together regardless.  Obviously, we got one more thing to kind of motivate us.  Obviously we want to come out and try to win this thing for K as well.  So I guess you can say it's another added motivation","Player"
188,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: It's been pretty weird.  It's usually tougher to win on the road, but usually you kind of play better at home.  But that's not really been the case for either team.  So hopefully we change that tomorrow","Player"
189,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Usually kind of lean on one another more, just psychologically.  From a mental aspect you kind of lean on each other more.  I don't know, this is a weird situation.  It's not really an answer for it, but mentally you definitely lean on each other more on the road.  So that's the best way for me to put it","Player"
190,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: I talked to KD","Player"
191,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: We spoke","Player"
192,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: It's nowhere near even close for that, right?  We spoke, you give him space, you let him go through his ups and downs of emotions.  Obviously you just give him his space, and then I feel like I'll reach out when it's the right time.  Or let him reach out when he feels it's the right time","Player"
193,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: It's a tough process just straight up.  Nobody don't really understand that type of an injury unless you go through it yourself.  So it's tough.  It's tough","Player"
194,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: It's more mental than anything.  For sure.  It's more mental than anything","Player"
195,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: Just feel the fight.  No matter what type of adversity hits this team we find a way to try to fight through.  So that's all we can do","Player"
196,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: We appreciate you through thick and thin.  Hopefully the love and support continues.  I can't really say anything about being able to afford it, that's not really my lane, but we appreciate it","Player"
197,2019-06-12,"DeMarcus Cousins ","Practice","N/A","DEMARCUS COUSINS: It's not a concern.  Lock in even more.  We understand the void we have to fill.  The next guy has to step up which has been done numerous times throughout this playoff run, so we expect the same thing.","Player"
198,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: It's tough.  Really it sucks, man.  I feel so bad for those two, especially Kevin.  I don't know the extent of his injury, but that's never fun, man.  For him to put his health on the line to come back and compete at the highest level, he's one of the best to ever do it, and we were trying to win this for him.","Player"
199,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: We do it for Kevin.  We do it for K.  We know -- I can tell you this, he wants us to compete at the highest level, and we'll think of him every time we step on the hardwood","Player"
200,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: No, I just keep pressing on.  You can't be out on the court thinking of, I hope I don't get injured.  That's when you get injured.  So for me I just try to refocus, man, but that was very deflating","Player"
201,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: I knew we would come out and compete.  Obviously having Kevin helped so much, especially on the offensive end.  You saw it there for the first quarter, his shooting was dearly missed.  DeMarcus Cousins, what a game, he came in, affected the game on both sides of the ball.  Steph with those timely threes and just his ability to keep shooting.  Even when he sees a lot of misses, he doesn't care.  He's the best shooter ever, so he's never going to lose confidence.","Player"
202,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: It obviously inspires you to play harder knowing your best player can't be out there.  You think of him every time you dive for a loose ball or go for a rebound, because I know him and I know how bad he wants to be out there, that's why he was out there.","Player"
203,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: We have been doing this for years, so it's natural.  It's not that we think we have to take on the scoring load, but when Kevin's not out there we -- the ball's going to find us a little bit more because obviously you know what he can do, averaging 35 a game in this post-season run.","Player"
204,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: Well, we have been down big before, we have been down fourth quarters, late in games, and Coach Kerr drew up a couple great sets and me and Steph just got clean looks and you don't want to give us too many of those because they will go in most of the time","Player"
205,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: Yeah, our goal was to get them back on the plane, get them back to Oakland.  We owe our fans one more game in Oracle.","Player"
206,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: I mean, when you're on the defensive end, all you are thinking is press up on your offensive player and crash the boards as hard as possible.  We're not even thinking about scoring when you're on that side of the ball.  You just got to take it one play at a time.","Player"
207,2019-06-10,"Klay Thompson","Postgame","Golden State Win","KLAY THOMPSON: I don't think today showed it.  If anyone watched the last three years of basketball, you saw this man was the Finals MVP back to back.  So all that, those talking heads who say we're better without him, that's just ludicrous.  Like that's crazy.  This is the best player in the world.  You could put him on the 30th best team in the league, and that team will make the playoffs.  That's how talented he is.","Player"
208,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, for me I was -- I really felt for him, right, I know he was probably not a hundred percent and he gave it a shot tonight, right, and just made kind of a move on his own and he went down kind of on his own, I think, without a collision or landing on something, so you knew it was probably not good.","Coach"
209,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, again, I don't get a lot of that aura but I did get some reaction from guys on our bench, and some of the guys on our bench were really shook up.  And I even know at halftime when they came out and I don't know what the official word is, but somebody on the bench said he tore something.  And I know Kyle was on the bench sitting there and was shook up by that, and both Klay and Steph stopped and talked to Kyle there at halftime on our bench about it.","Coach"
210,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: We didn't take a timeout there on that last play, right, but we let them play and Kawhi had it and they doubled him, and he moved it to Fred, and moved it to Kyle, and we just didn't quite have enough space there.  I thought it looked like it was going to be a really good shot, an open corner three, but I didn't see who got out there and got a piece of it.  But again, I was confident we would come down and play and make the right decisions and get a good shot.  I have a lot of faith in those guys.","Coach"
211,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: No, not hard at all.  I think that I always, I think after Game 2 in the Philly series I said, listen, I expect this to be a long series, right.  I expect this one to be a long series.  I'm not sitting here trying to think we should be this, be that, but if you would have probably told me at the start of this thing if we could fast forward to a 3-2 lead, you want to take it?  I would probably say yes","Coach"
212,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Talking about Kyle's at the end?  You're not thinking about all that stuff, really.  I think, again, you're just trying to win a game, and you're not thinking about anything other than that.  I think you always just got to play out the possessions and do your best to get the best shot you can get, and whatever happens after that takes care of itself","Coach"
213,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Those two we took at three-minute mark?  Yeah, well, we had two free ones that you lose under the three-minute mark, and we just came across and just decided to give those guys a rest, and we had back-to-back ones there that we would have lost them under the three-minute mark, and just thought we could use the extra energy push","Coach"
214,2019-06-10,"Nick Nurse","Postgame","Golden State Win","NICK NURSE: Well, I think that in this day and age, up six with three minutes to go doesn't mean a whole lot.  You got to keep playing and getting good shots and keep guarding.  We have been a really good close-game team this year, both ends of the floor.  We really guarded in the second half; we held them to 22 each quarter, and I felt good at that point.  Just needed to make a couple more plays.","Coach"
215,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: I mean a little bit.  The reports have been coming out since Game 1, I think, that he was going to play by Game 3.  So we prepared each game, 3, 4 and now 5, so it wasn't like it was a total departure from everything we have been doing.","Coach"
216,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, I think we have to, right, I think that these games are tough and we realize how hard we have had to play and we have really tried again to make it a focus, even from the beginning of training camp that we weren't going to get super caught up in the results, that those things would take care of themselves and I think that our focus tonight is on doing the work, right.","Coach"
217,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, well, he brings everything, right?  He first of all, brings an explosive transition game.  He'll race up the floor and pull up from across half court, like a couple of their other guys do.  So it's another threat in transition you got to get ready for.  They have got a package of stuff they run for him.  There's a lot of the 3-5 mid-pick-and-rolls, there's the Curry-Durant pick-and-roll, there's a Durant-Curry pick-and-rolls, there's some pin-down plays that he runs where he isos the side of the floor and then there's a post-up game.  So that's a lot of stuff.","Coach"
218,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: I think so, but again they have a different starting lineup every night.  We don't really get caught up in the matchups, really.  Once we get out there and see who is out there, each guy points to one of the guys they're going to take and then we go from there.  There's a lot of switching going on and a lot of early subbing from both teams, as well.","Coach"
219,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, again, I keep giving you the same answers is that it's critical.  It's a critical game, as those were, right.  Game 2 against Orlando at home was critical.  Game 3 at Orlando was critical.  So that's really how it feels.  Each game in these playoffs feels like a must-win, a critical game, and that's how we're approaching it","Coach"
220,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: Well, I give most of that credit to Kawhi because I said it in the locker room trying to kind of not make it feel so bad that we just lost a home game in the Finals.  I was like, all we got to do is go get one, that's maybe not as insurmountable challenge to go out there and get one.  And Kawhi said, expletive that, let's go get them both","Coach"
221,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, I mean, yeah, he'll certainly guard him.  One of the big things with Durant is you got to have somebody that can -- well, you don't really have anybody that can look him in the eye, but at least maybe the chest up.  You can't get too small on him or he'll shoot over the top of you.  So Kawhi's one of our bigger defenders, along with Pascal, Serge would probably guard him, again, that's the biggest thing.","Coach"
222,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: It's hard not to be aware of some of it, but again we have done a pretty good job of getting here and getting in the office and shutting the door and watching the film and keeping the guys in and walk through upstairs and things like that.  I don't know, I think they have handled it all pretty well.  But it remains to be seen.  I guess, we got to wait until the ball goes up.","Coach"
223,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: Yeah, no, we're good.  Everybody's good.  Full of energy, ready to go","Coach"
224,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: He's ready to go","Coach"
225,2019-06-10,"Nick Nurse","Pregame","N/A","NICK NURSE: I don't know about that, but he is ready to go.  He's been cleared health-wise for the last couple games, but again it just depends.  It's situational.  We're pretty happy with our rotations here for the last 8, 10, 12 games.  But he's ready and he may get out there.","Coach"
226,2019-06-10,"Bob Myers","Postgame","Golden State Win","BOB MYERS: Because I am the president of basketball.  If you have to.  I don't think there's anybody to blame, but I get it, that stuff happens.  I hope nobody does, I don't think it should land on anybody, but if you feel like you need to..","President"
227,2019-06-10,"Bob Myers","Postgame","Golden State Win","BOB MYERS: Sports is, it's people, sports is people.  I know Kevin takes a lot of hits sometimes, but he just wants to play basketball and right now he can't.  Basketball has gotten him through his life.  So it means, I don't know that we can all understand how much it means to him.  He just wants to play basketball with his teammates and compete","President"
228,2019-06-10,"Bob Myers","Postgame","Golden State Win","BOB MYERS: The initial injury was a calf injury.  This is not a calf injury.  I'm not a doctor, I don't know how those are related or not, but it's a different injury.","President"
229,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: We tried to get to Kawhi to his right side, they doubled off him.  He swung it to Freddie, and Freddie had a look and he threw it to me in the corner, and Draymond got a piece of it.  He blocked it.  I'm not going to miss it; he got a little piece of it.","Player"
230,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: Yeah, it felt great out of my hand.  He got a piece of it, that's what great defenders do.  He got a piece of it and we'll continue to look at it and see how we can be better for the next game","Player"
231,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: Yeah","Player"
232,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: Well, I think that I don't think the fans knew the significance of the injury.  They kind of just seen he went down.  In this league we're all brothers.  At the end of the day, we're all brothers and it's a small brotherhood and you never want to see a competitor like him go down.  You don't know what the circumstances are.","Player"
233,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: No, we stayed in the moment.  They came back and made three straight threes.  Played some good defense down the stretch.  We just missed some shots and they did what they were supposed to do","Player"
234,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: Man, I just asked if he was okay.  That was it.  And the emotions, I don't know what their emotions are down there, but like I say in this league it's a small brotherhood, and we don't want to ever see any of our fellow brothers go down","Player"
235,2019-06-10,"Kyle Lowry","Postgame","Unknown","KYLE LOWRY: I think the fact that Steph and Klay were able to get off 14 and 13 threes is too many.  They got off way too many threes.  For guys like them, they're going to make -- you give them that many threes, they're going to make some.  So we let them get too many threes off.","Player"
236,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Really didn't have nothing drawn up at that point.  They got a turnover, and I got the ball at the top of the key, as you've seen, and the double team and swing, swing, just didn't get it off quick enough","Player"
237,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: They're dangerous.  Obviously KD makes them a different team, they have been here before and that's probably a question you're going to have to ask them.  I'm just focusing on our team and what we got to do next game.","Player"
238,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: No, other than KD, that was a big difference in the beginning.  But they just pretty much, they played fast early on, trying to get buckets in transition early, and obviously they made 20 threes tonight, Klay and Steph hit some big ones late in the game","Player"
239,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: At that time I felt that, like you said, he probably wanted to get us some rest at that moment.  You never know, I mean, if we would have won the game, we wouldn't be talking about it","Player"
240,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I think they scored like nine points in a minute, back-to-back threes.  They got some easy looks, Klay got a wide-open look twice.  Steph came off a pin-down, got an open look and he hit the three as well.  Pretty much we had a big turnover when we were up three.  K-Lo tried to swing it back to Marc, he just wasn't there to catch the ball, and that was pretty much the ball game right there.  They came down, hit a three, and another three and we weren't able to score","Player"
241,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Like what do I think about his situation?  It's devastating.  Like you said, you work so hard to get to this point, these are the last games, you see him try to come out and push himself, but obviously he tried to do a move -- and I feel bad for him.  I've been in that situation before.  I hope he has a speedy recovery, and just gets healthy and I hope that he's going to be okay mentally, just throughout the whole rehab process.  Because like I said before, we work so hard to either play in the Finals or just play in the NBA, and when you're not playing, it's hard to wrap your mind around it.  But I'm pretty sure he's going to attack each day and get better and come back strong","Player"
242,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I mean, just try to come out and match that emotion and that drive.  Come out and do the same thing, just be mentally focused, try to limit our mistakes, and be the aggressor.  Just play hard 48 minutes and see what happens.  Play confident","Player"
243,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: Well, I mean two guys came up on me, I don't know if I could have got a shot off.  It's hard.  If you got two guys on top of you, you have to try to find the right play.  We ended up getting a shot in the corner, but it just didn't go off quick enough","Player"
244,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I was just pretty much fight through adversity.  It's not going to be easy, stay confident.  We know we can win and that's it.  I'm not going to say everything, but those are the main key points","Player"
245,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I think a couple of us were playing a little bit too fast on the offensive end.  But we scored 28 points in the first quarter, could have played a little bit better defense, like guys were getting open shots.  I guess nerves probably settled down from there and we started to play a little better basketball.","Player"
246,2019-06-10,"Kawhi Leonard","Postgame","Golden State Win","KAWHI LEONARD: I think he will recover from it.  I was just saying like, I hope he's keeping his spirits up through it.  I know he's going to get through it.  He's a great basketball player and he wants to come back and be a great player, Hall of Fame player.  But the simple fact that you're just hurt, like I was saying, and you want to get out and play, but you really got to just take your time and be patient and let the weeks and months go by.","Player"
247,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I don't think that I can, honestly.  I just told the team I didn't know what to say because on the one hand I'm so proud of them, just the amazing heart and grit that they showed, and on the other I'm just devastated for Kevin.  So it's a bizarre feeling that we all have right now.","Coach"
248,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I've been here five years, so I don't know, a hundred-plus games times five years, I've seen it an awful lot.  It doesn't happen every night but it seems to happen most nights.","Coach"
249,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I believe Bob Myers is going to come in and speak on the health front.  I don't really know much.  Bob was back there during the game, he'll have more information","Coach"
250,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Again, I'm going to leave that to Bob","Coach"
251,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Yeah, I thought DeMarcus was fantastic tonight.  He stayed ready.  He didn't get the first call for that second-quarter run.  We went to Bogut and then with the injury we knew we needed his scoring and he stayed ready and played a brilliant game.","Coach"
252,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I think we went down six, if I'm not mistaken, and maybe it was five, I don't remember, was it five?  Six?  But Steph and Klay hit back-to-back threes, I believe, we got stops.  Our defense was bending down the stretch but we didn't break and the last stop was tremendous.  Amazing defense on that last play from all five guys.  Draymond's block, he covered so much ground on Kyle's shot from the corner.","Coach"
253,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I've seen it over and over again.  So it's not really surprising, this is who they are.  They have accomplished so much over the years, and that doesn't just happen and it doesn't just happen with talent.  There has to be more that goes into it and it's that fight, that competitive desire that I talked about and that ability to stay poised under pressure.  It was brilliant to watch","Coach"
254,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: Yeah, I mean, it had made it difficult, especially with the start that we got off to and Kevin was playing so well, so it was a real shock when he went down.  So I give our guys credit, they hung in there and expanded the lead and kept us in a pretty good spot going into halftime","Coach"
255,2019-06-10,"Steve Kerr","Postgame","Golden State Win","STEVE KERR: I didn't say anything.  There was nothing to be said.  The Raptors players were telling the crowd to be quiet, out of respect, which I appreciated.  Some of the fans were cheering when it happened, and I think the Raptors players understood how serious it was and they sort of quieted the crowd.  There was just a couple minutes there where it all seemed so eerie and strange, and it took maybe a little bit for both teams to collect themselves.","Coach"
256,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: He responded well and, yeah, he's going to play","Coach"
257,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: Are we really going to go into it that deeply?  He can play now.  He's been cleared, so he's going to play","Coach"
258,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: I haven't researched every 3-1 deficit, but generally speaking when you get to the Finals or the Conference Finals you got two great teams, and so if a team can get a win when it's 3-1 and make it 3-2, they got some momentum.  So that's the idea, that's the whole idea tonight is play better than we have been playing and get some momentum early, win one game and then the tenor of the series changes.  So that's our goal","Coach"
259,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: Well, even without having played he's still such a huge threat and he can get his shot off against anybody and we'll see.","Coach"
260,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: I don't think there is one.  I think we just have to play better as a team.  I'm more hoping that Kevin's return can sort of normalize the bench players' roles.  Guys get into routines in the NBA and they're used to playing with certain combinations and playing certain roles.  It's tough when you move pieces around.","Coach"
261,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: Well, Andre's obviously going to play a huge role in the game.  He does in every game that he plays.  The center position, we have kind of played for years with a center-by-committee approach.  So we'll find combinations and we'll go from there.  But I'm not going to sit here and tell you exactly what I'm going to do","Coach"
262,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: Well, yeah, the strength of playing that way is the versatility in the scoring, and so we have that option.  We haven't really had that option so far in this series.  We did it for a few minutes I think in Game 2.  But, yeah, we have got that as an option","Coach"
263,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: I'm sure Patrick's been giving them the entire playbook and the scouting report.  I have no idea","Coach"
264,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: Same thing that stands out in every series that I've ever been involved in, player, coach, GM, one game turns a series.  It changes the momentum, it changes the feel.  And so the whole focus is just win a game.  So you don't need to look beyond tonight, you just need to go out and play well and win a game and then go from there","Coach"
265,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: Well, Kevin's insertion changes quite a bit for us and so we have an idea of how we're going to play and what our rotation will look like, and of course I'm not going to tell you then","Coach"
266,2019-06-10,"Steve Kerr","Pregame","N/A","STEVE KERR: We got to cut down our turnovers.  We had 19 the other game, and got to improve our defense.  I thought we played a good first half of defense, but it's going to require a full game of solid defense.","Coach"
267,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: Everybody gets so wrapped up in chasing championships and the greatness that you see on the floor, but life is more important in terms of caring about an individual and what they're going through on a daily basis.  And you see the commitment and the challenges and just the what's been thrown at KD this whole year, really.  And he gave us what he had, he went out there and sacrificed his body, and we know how it turned out.","Player"
268,2019-06-10,"Stephen Curry","Postgame","Golden State Win","STEPHEN CURRY: Honestly, I don't know.  It was kind of an emotional moment all the way around.  Something told me just to go back there.  I really don't know what I said or what he said, it just sucks, man.  Like I don't really know what else to say about it.  So that's it","Player"
